.	0	3	8	11	13	16	17	19	20	21	23	24	25	26	27	28	29	30	31	32	34	35	
.	0	3128388	3479171	4955992	5075254	5147536	6827894	6908240	6913782	7021698	7469331	8606691	8714311	10313695	13454975	16515246	20632362	20945826	32407793	88769647	98987661	177937804	
.	1	3	8	11	13	16	17	19	20	21	23	24	25	26	27	28	29	30	31	32	34	35	
.	1	3156556	3486050	4771063	4883972	4978431	6770683	6861424	6864640	6981992	7569213	8596707	8701490	10244944	13216721	16903331	20755747	21027312	31227649	82116205	88545627	177937804	
.	2	3	8	11	13	16	17	19	20	21	23	24	25	26	27	28	29	30	31	32	34	35	
.	2	3152292	3471037	4685393	4795108	4890441	6688975	6779755	6784077	6910360	7572539	8544860	8652966	10190642	13137444	17021339	20843639	21099320	31146926	80300349	85938028	177937804	
.	3	3	8	11	13	17	18	19	20	21	23	24	25	26	27	28	29	30	31	32	33	34	36	38	
.	3	3130638	3403720	4544303	4644671	5268875	5803781	5889656	6494238	6613679	7136853	7252871	7357742	8245188	9541122	10342091	12314481	12389641	15524477	15956410	20952660	26594781	63264938	177937804	
.	4	3	8	11	13	17	18	19	20	21	23	24	25	26	27	28	29	30	31	32	33	34	36	38	
.	4	3248888	3498036	4572351	4665456	5290334	5791673	5874437	6468612	6583884	7117417	7228973	7331411	8207827	9509201	10310426	12281586	12357246	15503813	15908020	20905500	26554111	63338699	177937804	
.	5	3	7	8	9	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	
.	5	3320456	3320748	3412872	3750196	4381445	4562092	4584572	4647065	4654843	4857226	5038635	5866401	6118546	6370553	6403025	6502278	6787459	7278976	7350470	8270504	9301379	10062718	11383402	12113758	15063454	16238947	21562030	26162724	26162955	60229258	62823520	177937804	
.	6	3	6	7	8	9	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	
.	6	3408701	3408820	3409414	3498861	3849664	4474598	4658899	4680755	4737984	4746321	4953582	5151212	5930381	6184227	6439426	6472582	6582985	6873547	7395258	7463987	8412916	9468119	10300882	11525647	12275353	15277465	16470784	21841591	26353002	26353418	60358740	62862993	177937804	
.	7	3	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	
.	7	3510109	3510383	3511034	3600255	3977193	3977194	4613104	4795026	4816434	4869693	4878155	5104329	5316883	6057995	6304700	6545893	6578606	6698231	6985906	7519900	7584643	8550095	9570984	10534699	11645541	12368064	15372690	16625257	22022075	26471010	26471371	60764476	63258511	177937804	
.	8	3	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	8	3614698	3615054	3615560	3698963	4071236	4071245	4678366	4856019	4876936	4928704	4936606	5180461	5385799	6099880	6339583	6576390	6609428	6725988	7012037	7548887	7612129	8563202	8984106	10675384	11621624	12336489	15318446	16372837	20586447	23732608	26353932	37848796	37859372	56890147	67015586	177937804	
.	9	3	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	9	3687266	3687680	3688520	3771826	4162776	4162916	4776824	4954436	4975078	5023662	5031800	5288491	5507958	6203208	6448585	6685345	6717660	6844319	7131254	7690670	7751125	8732341	9152992	11033688	11787645	12507783	15539149	16603093	20877865	24002105	26581796	38143125	38153159	57134923	67529021	177937804	
.	10	3	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	10	3785346	3785889	3787063	3867729	4267155	4267756	4893750	5070384	5090389	5135726	5144092	5411102	5633643	6318824	6563923	6792117	6824050	6954662	7239895	7804501	7864052	8845570	9269792	11327385	11890588	12607160	15643683	16702094	20987880	24083605	26664771	38247661	38257542	57308315	67846279	177937804	
.	11	3	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	11	3860654	3861334	3862994	3941394	4343789	4345561	4984204	5165484	5184833	5228891	5236615	5506097	5727484	6429139	6679022	6915456	6945786	7076463	7360347	7924816	7984933	8978220	9400561	11598360	12020072	12740298	15807141	16832560	21123925	24247933	26842538	38452126	38463088	57564339	68117575	177937804	
.	12	3	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
.	12	3916323	3917089	3919351	3991220	4370668	4374058	4960478	5125728	5145566	5187973	5195815	5471704	5686124	6386839	6626190	6852323	6883077	7014312	7293236	7849119	7913470	8888136	9301023	11488739	11885603	12589947	15654882	16657229	20949536	24030575	26620604	38225954	38237787	57407693	68089413	177937804	
.	13	3	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	
.	13	4000157	4000971	4003960	4072536	4449646	4456053	5022721	5177888	5196518	5235478	5243499	5311429	5669458	6389852	6631144	6859524	6890739	7028156	7304045	7667779	7939681	8922385	9340248	11475607	11870111	12567047	14303944	16544859	19682555	23110827	25866134	27993949	35438800	41062151	56639357	67222935	98383821	177937804	
.	14	3	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	
.	14	4090259	4091259	4094882	4159781	4538388	4549903	5118693	5274525	5292624	5330290	5338235	5413561	5772773	6463446	6697459	6925164	6956387	7094321	7367629	7731888	8012445	8989605	9406449	11491249	11885843	12576217	14343209	16559946	19654693	23086495	25822048	28012678	35410036	41046541	56614468	67184705	98506705	177937804	
.	15	3	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	
.	15	4188196	4189425	4194757	4264016	4690141	4711744	5355320	5535086	5552766	5590049	5598506	5688955	6071514	6742107	7007617	7269248	7301631	7455485	7726735	8105961	8428000	9453963	9894201	11968490	12367068	13085986	14901644	17097212	20194466	23720636	26398325	28683821	36042907	41648860	57280894	67789009	99109311	177937804	
.	16	3	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	
.	16	4272309	4273462	4279513	4338949	4724292	4752628	5309153	5459022	5477334	5515018	5524052	5625603	5990438	6650501	6886440	7122151	7156683	7311260	7575327	7953053	8273652	9271434	9699936	11725858	12124492	12820266	14691612	16860534	19976645	23469906	26212239	28585617	35916358	41631982	57344301	67998700	99509988	177937804	
.	17	3	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	
.	17	4348170	4349448	4357136	4419313	4822388	4862910	5409948	5555620	5574436	5611496	5621545	5739739	6119809	6770915	7015952	7260865	7296759	7460272	7722328	8113014	8457914	9465696	9900239	11874555	12274224	12976288	14915422	17085232	20123584	23663656	26327232	28827007	36070173	41809876	57577668	68257645	99850991	177937804	
.	18	3	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	
.	18	4442137	4443531	4452735	4511465	4894495	4946073	5436762	5563626	5582989	5620521	5631677	5768946	6102737	6242551	6977011	7221757	7261377	7437121	7694298	8089618	8462877	9471211	9924973	11816312	12233036	12939008	14961737	17103634	20088211	22574897	26314462	28955460	35014435	41224202	54983255	67375378	99619647	177937804	
.	19	3	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	
.	19	4541570	4543104	4555276	4616834	5035397	5107118	5603360	5729824	5749322	5785389	5798333	5957014	6316471	6467698	7131163	7379078	7422351	7616145	7869715	8277311	8683934	9711219	10178371	11989151	12411809	13121762	15237627	17363671	20293436	22826272	26529938	29336263	35367433	41587374	55458491	67971238	100274040	177937804	
.	20	3	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	
.	20	4638766	4640484	4655658	4718222	5131498	5220388	5670971	5780852	5802201	5839687	5854609	6035106	6402660	6571843	7192554	7447291	7494566	7702245	7956196	8363955	8817359	9843969	10327786	12091523	12521688	13241526	15432907	17569565	20446432	23046378	26693605	29688363	35688483	41889526	55910468	68509438	100821303	177937804	
.	21	3	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	
.	21	4718617	4720540	4740099	4805812	5241089	5359376	5808837	5916332	5940138	5979189	5996852	6201769	6579070	6761434	7323606	7582498	7634573	7862028	8113302	8531634	9016691	10044743	10535534	12230934	12672578	13391685	15679689	17822152	20660189	23313158	26929023	30121682	36078349	42307279	56460807	69180368	101474487	177937804	
.	22	3	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	
.	22	4804053	4806178	4830079	4898932	5336729	5477577	5883393	5974497	6001332	6041934	6063875	6297327	6691790	6885780	7403905	7671150	7730286	7983918	8238221	8671291	9206321	10246422	10763599	12424044	12884759	13625969	16009882	18177304	20989317	23746917	27323207	30770867	36695351	42959118	57352096	70114506	102477860	177937804	
