.	0	2	11	12	23	25	37	
.	0	635891	46919549	47920351	48461584	134416561	1970186773	
.	1	2	11	12	23	25	37	
.	1	84645	48044126	49083784	49143445	134938183	1970186773	
.	2	2	11	12	23	25	37	
.	2	1784	40588801	41188592	41538247	115407658	1970186773	
.	3	2	11	12	23	25	37	
.	3	270	41043516	41315946	41919666	114011265	1970186773	
.	4	2	11	12	23	25	37	
.	4	363	36425863	36534722	37229508	108529521	1970186773	
.	5	2	11	12	23	25	37	
.	5	5745	31707226	31889412	32567895	95120354	1970186773	
.	6	2	11	12	23	25	37	
.	6	83	35039234	35195482	35906367	101673172	1970186773	
.	7	2	11	12	23	25	37	
.	7	1365	33975356	34109294	34824625	97785325	1970186773	
.	8	2	11	12	23	25	37	
.	8	747	32917703	33029262	33751619	91183344	1970186773	
.	9	2	11	12	23	25	37	
.	9	9436	37152766	37237246	37989917	102608888	1970186773	
.	10	2	11	12	23	25	37	
.	10	10333	32346239	32450390	33163592	89569677	1970186773	
.	11	2	11	12	23	25	37	
.	11	1998	36398276	36495786	37224685	101146794	1970186773	
.	12	2	11	12	23	25	37	
.	12	11234	34350886	34450629	35176729	96684588	1970186773	
.	13	2	11	12	23	25	37	
.	13	33109	35832454	35980539	36685331	99099053	1970186773	
.	14	2	11	12	23	25	37	
.	14	1166	34643769	34766567	35490390	97077195	1970186773	
.	15	2	11	12	23	25	37	
.	15	4197	35244270	35367562	36084494	99771925	1970186773	
.	16	2	11	12	23	25	37	
.	16	2022	36274419	36418934	37110735	102793777	1970186773	
.	17	2	11	12	23	25	37	
.	17	1126	35747149	35863811	36563862	102002078	1970186773	
.	18	2	11	12	23	25	37	
.	18	2342	35789101	35905505	36617175	100331142	1970186773	
.	19	2	11	12	23	25	37	
.	19	14008	36598041	36757409	37436513	101392239	1970186773	
.	20	2	11	12	23	25	37	
.	20	3012	35975187	36108297	36817700	100144522	1970186773	
.	21	2	11	12	23	25	37	
.	21	9789	36056425	36239324	36942334	100827432	1970186773	
.	22	2	11	12	23	25	37	
.	22	673	35645738	35788420	36504305	99558738	1970186773	
.	23	2	11	12	23	25	37	
.	23	319	37059761	37233195	37928559	103480639	1970186773	
.	24	2	11	12	23	25	37	
.	24	459	37774022	37982810	38645550	103802057	1970186773	
.	25	2	11	12	23	25	37	
.	25	226	39334693	39533624	40200096	107179571	1970186773	
.	26	2	11	12	23	25	37	
.	26	4723	38204354	38415666	39087138	103543436	1970186773	
.	27	2	11	12	23	25	37	
.	27	260	39427875	39645416	40295237	107632529	1970186773	
.	28	2	11	12	23	25	37	
.	28	2959	39224977	39477195	40116074	106719698	1970186773	
.	29	2	11	12	23	25	37	
.	29	93	39801279	40059851	40692774	109118918	1970186773	
.	30	2	11	12	23	25	37	
.	30	2342	39463094	39752285	40363436	107148592	1970186773	
.	31	2	11	12	23	25	37	
.	31	798	40384542	40657295	41288905	109044520	1970186773	
.	32	2	11	12	23	25	37	
.	32	183	40391852	40659683	41296071	109159209	1970186773	
.	33	2	11	12	23	25	37	
.	33	114	41414591	41699246	42321511	112359378	1970186773	
.	34	2	11	12	23	25	37	
.	34	448	40893476	41229970	41816294	110455302	1970186773	
.	35	2	11	12	23	25	37	
.	35	6634	41154673	41558901	42098794	110176345	1970186773	
.	36	2	11	12	23	25	37	
.	36	1219	42426772	42894693	43386002	113519084	1970183901	
.	37	2	11	12	23	25	37	
.	37	2501	42134066	42644415	43097954	113118956	1970181154	
.	38	2	11	12	23	25	37	
.	38	28129	44209406	44677586	45168627	118299836	1970178010	
.	39	2	11	12	23	25	37	
.	39	6606	43258822	43799324	44237417	116263574	1970174999	
.	40	2	11	12	23	25	37	
.	40	2917	42162455	42749166	43149878	113069155	1970172048	
.	41	2	11	12	23	25	37	
.	41	2546	42325461	43000655	43334155	112517405	1970168740	
.	42	2	11	12	23	25	37	
.	42	9886	44300895	44847652	45292274	118611201	1970165791	
.	43	2	11	12	23	25	37	
.	43	7932	43310050	44019754	44334653	115393445	1970162571	
.	44	2	11	12	23	25	37	
.	44	1115	44832077	45585890	45863040	118316440	1970159181	
.	45	2	11	12	23	25	37	
.	45	2753	45543208	46299318	46577920	120705348	1970156087	
.	46	2	11	12	23	25	37	
.	46	2351	46137732	46912426	47177678	120516096	1970152834	
.	47	2	11	12	23	25	37	
.	47	2608	46376600	47229119	47443995	121076007	1970149509	
.	48	2	11	12	23	25	37	
.	48	3287	45035889	45949977	46140290	119934536	1970146309	
.	49	2	11	12	23	25	37	
.	49	4538	46734246	47665945	47837064	120726002	1970142737	
.	50	2	11	12	23	25	37	
.	50	8664	46442730	47444879	47570840	122175904	1970139545	
.	51	2	11	12	23	25	37	
.	51	60953	46236506	47255541	47374682	119016672	1970136468	
.	52	2	11	12	23	25	37	
.	52	10073	46274837	47313415	47403800	122571695	1970132939	
.	53	2	11	12	23	25	37	
.	53	4221	46205796	47236813	47350279	123185861	1970129865	
.	54	2	11	12	23	25	37	
.	54	26793	48188083	49263311	49341384	125857868	1970126859	
.	55	2	11	12	23	25	37	
.	55	5962	46080847	47149144	47224180	121991913	1970124055	
.	56	2	11	12	23	25	37	
.	56	2895	46804875	47917604	47961870	125522013	1970121302	
.	57	2	11	12	23	25	37	
.	57	2318	49512782	50625019	50683712	128872076	1970118339	
.	58	2	11	12	23	25	37	
.	58	1633	49260906	50393973	50446745	128832152	1970115261	
.	59	2	11	12	23	25	37	
.	59	1899	47449556	48648857	48664342	126910482	1970112170	
.	60	2	11	12	23	25	37	
.	60	7735	49282426	50452147	50476786	129872693	1970109243	
.	61	2	11	12	23	25	37	
.	61	14385	48873944	50067217	50084461	127563680	1970106372	
.	62	2	11	12	23	25	37	
.	62	9726	48748375	49924909	49950590	130051916	1970103729	
.	63	2	11	12	23	25	37	
.	63	46534	51305843	52493122	52518868	133285830	1970100851	
.	64	2	11	12	23	25	37	
.	64	11016	54426901	55657995	55690343	138356144	1970098271	
.	65	2	11	12	23	25	37	
.	65	19608	53593862	54879110	54898479	137472919	1970095718	
.	66	2	11	12	23	25	37	
.	66	16799	53888917	55140675	55154597	134764295	1970093226	
.	67	2	11	12	23	25	37	
.	67	4965	53739885	54991572	55014035	137669928	1970090393	
.	68	2	11	12	23	25	37	
.	68	2186	54669341	55912791	55932895	136995700	1970087725	
.	69	2	11	12	23	25	37	
.	69	2730	54260283	55559993	55592844	136573066	1970084950	
.	70	2	11	12	23	25	37	
.	70	4658	54916472	56209519	56249678	136700687	1970081911	
.	71	2	11	12	23	25	37	
.	71	7856	53279812	54597622	54634293	138155337	1970078691	
.	72	2	11	12	23	25	37	
.	72	3910	54093278	55427379	55466466	139765281	1970075957	
.	73	2	11	12	23	25	37	
.	73	3923	54993131	56361372	56404510	138192379	1970072974	
.	74	2	11	12	23	25	37	
.	74	2667	53619766	54979300	55017073	138353756	1970069691	
.	75	2	11	12	23	25	37	
.	75	1398	54833049	56201800	56246532	139642136	1970066593	
.	76	2	11	12	23	25	37	
.	76	12344	57870446	59228697	59270568	144137150	1970063559	
.	77	2	11	12	23	25	37	
.	77	3559	57367713	58709396	58756885	144769829	1970060536	
.	78	2	11	12	23	25	37	
.	78	3598	55037981	56394572	56453403	141176550	1970057586	
.	79	2	11	12	23	25	37	
.	79	5961	56493741	57951473	58009277	141908611	1970054375	
.	80	2	11	12	23	25	37	
.	80	1668	57679384	59109028	59169073	144812574	1970051115	
.	81	2	11	12	23	25	37	
.	81	3302	56647348	58066082	58124932	146115755	1970048299	
.	82	2	11	12	23	25	37	
.	82	4083	58583646	59993179	60043760	150014221	1970045404	
.	83	2	11	12	23	25	37	
.	83	4529	59367422	60799175	60877398	148939281	1970042624	
.	84	2	11	12	23	25	37	
.	84	4064	60257867	61737374	61797519	151413757	1970039820	
.	85	2	11	12	23	25	37	
.	85	17013	60794154	62284801	62367556	151014546	1970036805	
.	86	2	11	12	23	25	37	
.	86	12248	61320448	62798712	62884336	151667217	1970033879	
.	87	2	11	12	23	25	37	
.	87	12904	61852595	63306086	63391363	154236261	1970030845	
.	88	2	11	12	23	25	37	
.	88	11656	61592436	63097993	63185291	153337147	1970027927	
.	89	2	11	12	23	25	37	
.	89	42384	64395545	65946567	66059395	158978395	1970024986	
.	90	2	11	12	23	25	37	
.	90	8431	63558454	65074833	65176573	157085442	1970021906	
.	91	2	11	12	23	25	37	
.	91	16944	64127591	65675468	65782684	158019498	1970018283	
.	92	2	11	12	23	25	37	
.	92	2735	66014555	67602439	67729502	161912203	1970015043	
.	93	2	11	12	23	25	37	
.	93	10962	65316897	66915834	67043411	160053169	1970011728	
.	94	2	11	12	23	25	37	
.	94	13371	65951495	67599484	67760864	160861515	1970008196	
.	95	2	11	12	23	25	37	
.	95	11658	64851906	66502229	66682847	159574547	1970004578	
.	96	2	11	12	23	25	37	
.	96	4488	63880377	65506185	65667499	160250156	1970001122	
.	97	2	11	12	23	25	37	
.	97	3054	64604636	66205793	66346965	160508561	1969997416	
.	98	2	11	12	23	25	37	
.	98	4874	64956085	66587690	66720060	164102075	1969994120	
.	99	2	11	12	23	25	37	
.	99	3118	65894934	67508931	67670576	164842758	1969990676	
.	100	2	11	12	23	25	37	
.	100	6200	66186600	67808774	67980273	167477977	1969986884	
.	101	2	11	12	23	25	37	
.	101	12232	65282988	66921969	67118233	163721343	1969983527	
.	102	2	11	12	23	25	37	
.	102	9107	67782618	69526154	69740297	167996875	1969979955	
.	103	2	11	12	23	25	37	
.	103	4340	68025442	69712367	69942478	169827770	1969976635	
.	104	2	11	12	23	25	37	
.	104	8206	68411881	70039925	70233792	171951955	1969973066	
.	105	2	11	12	23	25	37	
.	105	3058	68723657	70395021	70630103	171536098	1969969456	
.	106	2	11	12	23	25	37	
.	106	5984	70535277	72248330	72517898	169482207	1969965817	
.	107	2	11	12	23	25	37	
.	107	2562	70849162	72567985	72829283	173999262	1969962476	
.	108	2	11	12	23	25	37	
.	108	8702	70458483	72208899	72505122	176522109	1969959036	
.	109	2	11	12	23	25	37	
.	109	14478	71387968	73168196	73508655	175915584	1969955105	
.	110	2	11	12	23	25	37	
.	110	4865	72092471	73874405	74260201	177671672	1969951248	
.	111	2	11	12	23	25	37	
.	111	18423	73753031	75633111	76196898	180853403	1969947649	
.	112	2	11	12	23	25	37	
.	112	10236	75029427	76879206	77364601	182057161	1969943885	
.	113	2	11	12	23	25	37	
.	113	14809	75108463	76966575	77517326	187833661	1969940339	
.	114	2	11	12	23	25	37	
.	114	33725	76990282	78879872	79432665	186783127	1969936099	
.	115	2	11	12	23	25	37	
.	115	14037	76710088	78660721	79367693	187391286	1969932427	
.	116	2	11	12	23	25	37	
.	116	9300	81184123	83130717	83723140	189412592	1969927777	
.	117	2	11	12	23	25	37	
.	117	27483	77382984	79357708	80108562	187498662	1969923506	
.	118	2	11	12	23	25	37	
.	118	8612	75673732	77602664	78428401	186603806	1969919239	
.	119	2	11	12	23	25	37	
.	119	5406	76768714	78705848	79498518	190209927	1969914957	
.	120	2	11	12	23	25	37	
.	120	4836	77173217	79176858	80024567	187103798	1969910373	
.	121	2	11	12	23	25	37	
.	121	7237	77235979	79242558	80138417	192666358	1969905909	
.	122	2	11	12	23	25	37	
.	122	7764	78897178	80882192	81723090	190378494	1969901421	
.	123	2	11	12	23	25	37	
