.	0	2	10	16	19	22	23	25	26	27	28	30	31	33	34
.	0	10941304	61244299	114406586	114614601	115469561	130882307	173986676	200248235	224488282	285795240	399141889	912411817	1189580581	1729896175
.	1	2	10	16	19	22	23	25	26	27	28	30	31	33	34
.	1	9438355	54125988	99875129	100217282	102543772	117482677	155681551	181983973	211178295	261775379	362819480	851632029	1029488755	1729896175
.	2	2	10	16	19	22	23	25	26	27	28	30	31	33	34
.	2	9408189	54558743	96303206	96478634	99381566	114181854	145649692	171913209	203349342	247013820	342324914	809271522	957700091	1729896175
.	3	2	10	16	19	22	25	26	27	28	30	31	32	33	35	37
.	3	9486539	54522258	62214528	94676406	97374425	112094897	124919623	125383264	161332472	189041458	189439725	245519429	318483931	699760965	1729896175
.	4	2	10	16	19	22	25	26	27	28	30	31	32	33	35	37
.	4	9608137	53668748	61524796	91907841	94811879	109132954	121948397	122501393	157023599	184612360	185089319	239446941	310361811	693926878	1729896175
.	5	2	6	8	10	11	14	15	16	17	18	19	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
.	5	9224573	9258918	18480749	47703907	53745365	53750135	59018785	61367276	85500075	89035367	91561680	92205020	92490285	97346217	97353954	111571282	122246983	124245758	151828743	156827833	183512700	193803012	248276880	306910645	306911665	652727810	691182781	1729896175
.	6	2	5	6	8	9	10	11	12	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
.	6	9709541	9737366	9773334	17832325	17832355	46296654	53596810	53602792	53607317	58071932	60233207	83979916	87467226	90240269	90244148	90855685	91163475	95810585	95817291	109845691	121015991	124396839	149950484	155350520	182218006	190888054	245882251	306726805	306728675	655819698	696703485	1729896175
.	7	2	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
.	7	9439497	9480966	9526365	9532144	17506407	17506470	46553837	53888645	53895812	53896954	53902454	58336546	60482356	84129649	87584096	90398769	90406569	91021849	91356833	95951319	95957106	110265169	121618352	127497534	150106123	155482449	182744688	191024509	245392843	306206103	306208229	654972111	696082227	1729896175
.	8	2	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	37	38	39
.	8	9625828	9682696	9734858	9760308	17298029	17298914	46346952	54579224	54592694	54596500	54603154	58700458	60708288	84046409	87691899	90763622	90785031	91375090	91705875	96244530	96254794	110647679	114981311	131582368	149918276	156120419	183655505	189568089	238858775	270594606	307770302	419902576	637067965	753700680	1729896175
.	9	2	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39
.	9	9812424	9886322	9962926	10011271	17039997	17054503	45719933	54828961	54859571	54865617	54873343	58704200	60541080	83909893	87456280	90781050	90812326	91372594	91690293	96139105	96161338	110648756	114810843	136889417	149505773	155804410	183447309	188738242	237266443	269282337	305093694	415839013	415839750	630391279	750916598	1729896175
.	10	2	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39
.	10	10023658	10112417	10192870	10273613	17301978	17346893	46411051	55429358	55468180	55478473	55492779	59353102	61206566	84351707	87981585	91304157	91345954	91921767	92243477	96773548	96824111	111414061	115632201	143854756	150127185	156464977	184457296	189721619	237986516	270409646	305584178	416722302	416729188	629480819	751643988	1729896175
.	11	2	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39
.	11	9990822	10099939	10211789	10323820	17735265	17831255	47458645	56268163	56325113	56338985	56358046	60305207	62332934	85678214	89461479	92748257	92805301	93456153	93810214	98512179	98610916	113350181	117687931	150718892	152489208	158890380	187399499	192699558	241879296	274530554	310433692	423358807	423378007	638903679	761927400	1729896175
.	12	2	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39
.	12	9620876	9743163	9873649	10020910	18239779	18406384	47803019	56181411	56247498	56269188	56295299	60686579	62889969	85872291	89748385	92989588	93046443	93783260	94156741	99095752	99269074	114139894	118573668	152204289	153300972	159816620	188819766	194418487	243822758	276494900	312326553	426046562	426070766	642464746	767280540	1729896175
.	13	2	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41
.	13	9556298	9706460	9871427	10064227	18663720	18931524	48359552	56448301	56532442	56565937	56598877	57100458	61836943	85875090	89983353	93181552	93247824	94037932	94435462	96844891	99746817	114661875	119205196	152545999	153635152	160162342	174917861	193302008	232776770	267344583	306032830	326155024	400180072	468274502	646668650	782010271	1104173180	1729896175
.	14	2	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41
.	14	9614942	9808044	10031304	10275832	19242090	19652728	49263113	57074220	57182331	57227976	57279260	57928340	62919460	86659766	90846328	93951314	94034285	94903118	95337828	97924022	100949455	116032645	120778986	153818850	154967659	161474995	176713975	195349038	234700603	269601910	308253955	328882514	403123005	471496630	650798258	786041979	1109549066	1729896175
.	15	2	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41
.	15	9758927	9995712	10279370	10595491	20026111	20633305	50399050	58004907	58143388	58211586	58277461	59153333	64398876	87754421	92008587	95132910	95240598	96206386	96700971	99454852	102709896	118008343	122912758	155720144	156938454	163542659	179347585	198216783	237455479	272931097	311521862	332888340	407451265	476084516	656746676	791807484	1116998630	1729896175
.	16	2	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41
.	16	9780016	10073236	10456260	10879354	20544664	21443546	51131011	58857787	59039580	59130876	59219038	60292046	65667367	88780284	93105663	96368008	96502528	97551759	98089570	100944453	104541351	119912380	124867780	157505553	158755722	165481745	181872402	200787806	239965370	275923771	314597794	336612602	411405852	480638632	662665382	798544154	1124990269	1729896175
.	17	2	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41
.	17	9584453	9891372	10389403	10889016	20606723	21889975	51274839	58902798	59146118	59268441	59388832	60698093	66276964	89179930	93498154	96799726	96988557	98118950	98699665	101705564	105662214	121095207	126138408	158548861	159847177	166624184	183752468	202747207	241858542	278275284	317163236	339949911	414993638	484940874	668385340	804808469	1132743854	1729896175
.	18	2	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41
.	18	9782574	10157329	10777951	11392468	21567277	23320138	52254659	59529900	59805882	59961167	60101440	61647728	66548460	69649029	94141683	97426914	97624972	98848869	99482253	102687984	107082431	122496847	127653002	159519782	160933714	167770951	185692913	204830594	243577613	267716767	318752808	342425879	404406722	475431745	626490498	786415484	1126680150	1729896175
.	19	2	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41
.	19	10053731	10472300	11199978	11960629	22753440	25092872	53582547	60565066	60879520	61075791	61249676	63090731	68591857	72486300	95302404	98652079	98891984	100249692	100946901	104400905	109378828	124839020	130166370	161515705	163009052	169971939	188879113	208257555	246590108	271216749	322544149	347180025	409715343	481628243	634608356	797905773	1137296067	1729896175
.	20	2	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41
.	20	9697280	10132207	10904932	11804061	23053468	26141851	53903474	60488396	60866059	61115599	61325250	63508049	69687173	74657965	95855757	99246883	99538308	101009108	101773593	105493921	111112031	126513408	131977285	162707408	164288534	171295597	191331971	210846007	248708025	273756541	325434930	351112405	414120986	487169321	642037132	809344897	1147233374	1729896175
.	21	2	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41
.	21	9502008	9921881	10786126	11838478	23658177	27637888	54616922	60783624	61216363	61521609	61774123	64348428	71236412	77206646	96493783	99970660	100332678	101962280	102830477	106901847	113311484	128713449	134314339	164370985	166062261	173175726	194580574	214354169	251570122	277239935	329257564	356213382	419858567	493876089	650977680	822122919	1158594098	1729896175
.	22	2	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41
.	22	9543283	9983746	10958536	12207225	24762024	29793590	55695596	61306714	61795923	62169076	62464281	65441563	73131603	79896116	97054883	100584289	101002560	102800904	103780155	108189933	115553708	130849957	136594169	165796877	167595183	174868030	197694787	217753621	254052428	280313105	332613476	360990462	425060128	500085290	659621934	833960724	1169644831	1729896175
.	23	2	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41
.	23	9910450	10419455	11579112	13081063	26489863	32872431	57635739	62656001	63233854	63682014	64038420	67459998	76068286	83487416	98383687	102012446	102475300	104443128	105504400	110249438	118728464	133891034	139821233	167819872	169779644	177221233	201650034	221967250	256969699	283960389	336280141	366224022	430589856	506105213	669058356	836438957	1150182629	1729896175
.	24	2	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41
.	24	10044061	10708575	12027240	13790686	27911201	35880119	59318825	63692725	64339757	64880473	65293205	69217419	78724225	87025493	99784514	103501076	104030084	106134633	107288126	112367490	122069065	137212245	143306230	170212164	172314734	179864812	206307993	226910845	260658268	288448606	340928738	372575441	437339997	513412542	679031825	846121067	1164951915	1729896175
.	25	2	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41
.	25	9991341	10706557	12186373	14184270	29244163	38831553	60548929	64108986	64832085	65458490	65943645	70465466	81049505	90038595	100681890	104451351	105069532	107369702	108636598	114043569	124944460	140157133	146455737	172039078	174307638	181972388	210536312	231450952	263734376	292359737	344900661	378519156	443567247	519982318	688570064	854724703	1179665686	1729896175
.	26	2	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41
